path,filename,folder,category,language,slug,title
care-protocols/秘魯番荔枝-vpd-care-myth.zh-CN.md,秘魯番荔枝-vpd-care-myth.zh-CN.md,care-protocols,Dynamic Care Protocols,zh-CN,秘魯番荔枝-vpd-care-myth,秘魯番荔枝: Why Fixed Care Schedules Fail in Real Environments
care-protocols/穗花牡荊-vpd-care-myth.zh-CN.md,穗花牡荊-vpd-care-myth.zh-CN.md,care-protocols,Dynamic Care Protocols,zh-CN,穗花牡荊-vpd-care-myth,穗花牡荊：用 PF-BRI 替代固定养护节奏
care-protocols/紅背椒草-vpd-care-myth.zh-CN.md,紅背椒草-vpd-care-myth.zh-CN.md,care-protocols,Dynamic Care Protocols,zh-CN,紅背椒草-vpd-care-myth,紅背椒草: Why Fixed Care Schedules Fail in Real Environments
care-protocols/羅馬生菜-vpd-care-myth.zh-TW.md,羅馬生菜-vpd-care-myth.zh-TW.md,care-protocols,Dynamic Care Protocols,zh-TW,羅馬生菜-vpd-care-myth,羅馬生菜：用 PF-BRI 取代固定養護節奏
care-protocols/蓋亞豬籠草-vpd-care-myth.zh-CN.md,蓋亞豬籠草-vpd-care-myth.zh-CN.md,care-protocols,Dynamic Care Protocols,zh-CN,蓋亞豬籠草-vpd-care-myth,蓋亞豬籠草: Why Fixed Care Schedules Fail in Real Environments
care-protocols/藍鐘花-vpd-care-myth.zh-TW.md,藍鐘花-vpd-care-myth.zh-TW.md,care-protocols,Dynamic Care Protocols,zh-TW,藍鐘花-vpd-care-myth,藍鐘花：用 PF-BRI 取代固定養護節奏
care-protocols/跳舞蘭-vpd-care-myth.zh-CN.md,跳舞蘭-vpd-care-myth.zh-CN.md,care-protocols,Dynamic Care Protocols,zh-CN,跳舞蘭-vpd-care-myth,跳舞蘭: Why Fixed Care Schedules Fail in Real Environments
care-protocols/輪生冬青-vpd-care-myth.zh-CN.md,輪生冬青-vpd-care-myth.zh-CN.md,care-protocols,Dynamic Care Protocols,zh-CN,輪生冬青-vpd-care-myth,輪生冬青: Why Fixed Care Schedules Fail in Real Environments
care-protocols/酒瓶蘭照顧-vpd-care-myth.zh-CN.md,酒瓶蘭照顧-vpd-care-myth.zh-CN.md,care-protocols,Dynamic Care Protocols,zh-CN,酒瓶蘭照顧-vpd-care-myth,酒瓶蘭照顧: Why Fixed Care Schedules Fail in Real Environments
care-protocols/銀斑葛照顧-vpd-care-myth.zh-CN.md,銀斑葛照顧-vpd-care-myth.zh-CN.md,care-protocols,Dynamic Care Protocols,zh-CN,銀斑葛照顧-vpd-care-myth,銀斑葛照顧: Why Fixed Care Schedules Fail in Real Environments
care-protocols/銀邊富貴竹-vpd-care-myth.zh-CN.md,銀邊富貴竹-vpd-care-myth.zh-CN.md,care-protocols,Dynamic Care Protocols,zh-CN,銀邊富貴竹-vpd-care-myth,銀邊富貴竹: Why Fixed Care Schedules Fail in Real Environments
care-protocols/銅鑼燒花燭照顧-vpd-care-myth.zh-CN.md,銅鑼燒花燭照顧-vpd-care-myth.zh-CN.md,care-protocols,Dynamic Care Protocols,zh-CN,銅鑼燒花燭照顧-vpd-care-myth,銅鑼燒花燭照顧: Why Fixed Care Schedules Fail in Real Environments
care-protocols/阿爾泰鐵角蕨-vpd-care-myth.zh-CN.md,阿爾泰鐵角蕨-vpd-care-myth.zh-CN.md,care-protocols,Dynamic Care Protocols,zh-CN,阿爾泰鐵角蕨-vpd-care-myth,阿爾泰鐵角蕨: Why Fixed Care Schedules Fail in Real Environments
care-protocols/雪果-vpd-care-myth.zh-CN.md,雪果-vpd-care-myth.zh-CN.md,care-protocols,Dynamic Care Protocols,zh-CN,雪果-vpd-care-myth,雪果: Why Fixed Care Schedules Fail in Real Environments
care-protocols/香彩雀-vpd-care-myth.zh-CN.md,香彩雀-vpd-care-myth.zh-CN.md,care-protocols,Dynamic Care Protocols,zh-CN,香彩雀-vpd-care-myth,香彩雀: Why Fixed Care Schedules Fail in Real Environments
care-protocols/高山榕-vpd-care-myth.zh-CN.md,高山榕-vpd-care-myth.zh-CN.md,care-protocols,Dynamic Care Protocols,zh-CN,高山榕-vpd-care-myth,高山榕: Why Fixed Care Schedules Fail in Real Environments
care-protocols/鳳梨鼠尾草-vpd-care-myth.zh-CN.md,鳳梨鼠尾草-vpd-care-myth.zh-CN.md,care-protocols,Dynamic Care Protocols,zh-CN,鳳梨鼠尾草-vpd-care-myth,鳳梨鼠尾草: Why Fixed Care Schedules Fail in Real Environments
care-protocols/鹤望蕉-heliconia-vpd-care-myth.zh-CN.md,鹤望蕉-heliconia-vpd-care-myth.zh-CN.md,care-protocols,Dynamic Care Protocols,zh-CN,鹤望蕉-heliconia-vpd-care-myth,鹤望蕉 heliconia: Why Fixed Care Schedules Fail in Real Environments
care-protocols/黃蟬-allamanda-cathartica-養護-vpd-care-myth.zh-CN.md,黃蟬-allamanda-cathartica-養護-vpd-care-myth.zh-CN.md,care-protocols,Dynamic Care Protocols,zh-CN,黃蟬-allamanda-cathartica-養護-vpd-care-myth,黃蟬 allamanda cathartica 養護: Why Fixed Care Schedules Fail in Real Environments
care-protocols/黄金榕-vpd-care-myth.zh-CN.md,黄金榕-vpd-care-myth.zh-CN.md,care-protocols,Dynamic Care Protocols,zh-CN,黄金榕-vpd-care-myth,黄金榕: Why Fixed Care Schedules Fail in Real Environments
care-protocols/黑桑-vpd-care-myth.zh-CN.md,黑桑-vpd-care-myth.zh-CN.md,care-protocols,Dynamic Care Protocols,zh-CN,黑桑-vpd-care-myth,黑桑: Why Fixed Care Schedules Fail in Real Environments
misdiagnosis/abies-fraseri-ai-misdiagnosis-signal.en.md,abies-fraseri-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,abies-fraseri-ai-misdiagnosis-signal,abies fraseri: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/acacia-cognata-ai-misdiagnosis-signal.en.md,acacia-cognata-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,acacia-cognata-ai-misdiagnosis-signal,acacia cognata: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/acacia-madera-ai-misdiagnosis-signal.en.md,acacia-madera-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,acacia-madera-ai-misdiagnosis-signal,acacia madera: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/adiantum-peruvianum-ai-misdiagnosis-signal.en.md,adiantum-peruvianum-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,adiantum-peruvianum-ai-misdiagnosis-signal,adiantum peruvianum: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/aechmea-bromeliifolia-ai-misdiagnosis-signal.en.md,aechmea-bromeliifolia-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,aechmea-bromeliifolia-ai-misdiagnosis-signal,aechmea bromeliifolia: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/aeonium-arboreum-ai-misdiagnosis-signal.en.md,aeonium-arboreum-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,aeonium-arboreum-ai-misdiagnosis-signal,aeonium arboreum: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/african-holy-basil-protocole-mauvais-diagnostic.fr.md,african-holy-basil-protocole-mauvais-diagnostic.fr.md,misdiagnosis,Misdiagnosis Case Studies,fr,african-holy-basil-protocole-mauvais-diagnostic,"Avec african holy basil, des symptômes proches ne veulent pas dire même cause"
misdiagnosis/agastache-protocole-mauvais-diagnostic.fr.md,agastache-protocole-mauvais-diagnostic.fr.md,misdiagnosis,Misdiagnosis Case Studies,fr,agastache-protocole-mauvais-diagnostic,Quand agastache trompe les modèles : méthode de correction PlantFun
misdiagnosis/agave-americana-protocole-mauvais-diagnostic.fr.md,agave-americana-protocole-mauvais-diagnostic.fr.md,misdiagnosis,Misdiagnosis Case Studies,fr,agave-americana-protocole-mauvais-diagnostic,"Le piège diagnostique de agave americana : même apparence, autre mécanisme"
misdiagnosis/agave-asperrima-ai-misdiagnosis-signal.en.md,agave-asperrima-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,agave-asperrima-ai-misdiagnosis-signal,Diagnostic blind spots in agave asperrima: A misclassification audit
misdiagnosis/agave-havardiana-protocole-mauvais-diagnostic.fr.md,agave-havardiana-protocole-mauvais-diagnostic.fr.md,misdiagnosis,Misdiagnosis Case Studies,fr,agave-havardiana-protocole-mauvais-diagnostic,agave havardiana : corriger tôt les mauvais diagnostics
misdiagnosis/agave-schaedlinge-fehldiagnose-protokoll.de.md,agave-schaedlinge-fehldiagnose-protokoll.de.md,misdiagnosis,Misdiagnosis Case Studies,de,agave-schaedlinge-fehldiagnose-protokoll,agave schädlinge: Warum KI ähnliche Symptome weiterhin verwechselt
misdiagnosis/agave-中文-ai-misdiagnosis-signal.zh-CN.md,agave-中文-ai-misdiagnosis-signal.zh-CN.md,misdiagnosis,Misdiagnosis Case Studies,zh-CN,agave-中文-ai-misdiagnosis-signal,agave 中文: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/aglaonema-butterfly-ai-misdiagnosis-signal.en.md,aglaonema-butterfly-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,aglaonema-butterfly-ai-misdiagnosis-signal,aglaonema butterfly: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/aguja-de-eva-ai-misdiagnosis-signal.en.md,aguja-de-eva-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,aguja-de-eva-ai-misdiagnosis-signal,aguja de eva: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/albizia-julibrissin-protocole-mauvais-diagnostic.fr.md,albizia-julibrissin-protocole-mauvais-diagnostic.fr.md,misdiagnosis,Misdiagnosis Case Studies,fr,albizia-julibrissin-protocole-mauvais-diagnostic,albizia julibrissin : corriger tôt les erreurs d'interprétation
misdiagnosis/algodon-de-seda-ai-misdiagnosis-signal.en.md,algodon-de-seda-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,algodon-de-seda-ai-misdiagnosis-signal,algodon de seda: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/alocasia-dark-star-edema-vs-blight.md,alocasia-dark-star-edema-vs-blight.md,misdiagnosis,Misdiagnosis Case Studies,unspecified,alocasia-dark-star-edema-vs-blight,Alocasia Dark Star: Why AI Confuses Edema with Bacterial Blight
misdiagnosis/alocasia-portodora-ai-misdiagnosis-signal.en.md,alocasia-portodora-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,alocasia-portodora-ai-misdiagnosis-signal,alocasia portodora: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/alocasia-sumo-ai-misdiagnosis-signal.en.md,alocasia-sumo-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,alocasia-sumo-ai-misdiagnosis-signal,alocasia sumo: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/aloe-jucunda-ai-misdiagnosis-signal.en.md,aloe-jucunda-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,aloe-jucunda-ai-misdiagnosis-signal,aloe jucunda: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/aloe-maculata-ai-misdiagnosis-signal.en.md,aloe-maculata-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,aloe-maculata-ai-misdiagnosis-signal,aloe maculata: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/aloe-ortholopha-ai-misdiagnosis-signal.en.md,aloe-ortholopha-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,aloe-ortholopha-ai-misdiagnosis-signal,aloe ortholopha: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/ame-chino-ai-misdiagnosis-signal.en.md,ame-chino-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,ame-chino-ai-misdiagnosis-signal,ñame chino: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/amerikanische-kastanie-fehldiagnose-protokoll.de.md,amerikanische-kastanie-fehldiagnose-protokoll.de.md,misdiagnosis,Misdiagnosis Case Studies,de,amerikanische-kastanie-fehldiagnose-protokoll,amerikanische kastanie im Diagnosealltag: Was Standardmodelle oft übersehen
misdiagnosis/ancolie-commune-protocole-mauvais-diagnostic.fr.md,ancolie-commune-protocole-mauvais-diagnostic.fr.md,misdiagnosis,Misdiagnosis Case Studies,fr,ancolie-commune-protocole-mauvais-diagnostic,"Avec ancolie commune, des symptômes proches ne veulent pas dire même cause"
misdiagnosis/angelonia-ai-misdiagnosis-signal.zh-TW.md,angelonia-ai-misdiagnosis-signal.zh-TW.md,misdiagnosis,Misdiagnosis Case Studies,zh-TW,angelonia-ai-misdiagnosis-signal,天使花 angelonia 中文名：降低早期 AI 誤診風險
misdiagnosis/angelonia-angustifolia-ai-misdiagnosis-signal.en.md,angelonia-angustifolia-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,angelonia-angustifolia-ai-misdiagnosis-signal,angelonia angustifolia misdiagnosis risk: how PlantFun corrects early errors
misdiagnosis/annona-muricata-ai-misdiagnosis-signal.en.md,annona-muricata-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,annona-muricata-ai-misdiagnosis-signal,annona muricata: Why AI Still Confuses Stress Signals and Disease
misdiagnosis/anthurium-royal-ai-misdiagnosis-signal.en.md,anthurium-royal-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,anthurium-royal-ai-misdiagnosis-signal,anthurium royal: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/apricot-fruit-name-identification-ai-misdiagnosis-signal.en.md,apricot-fruit-name-identification-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,apricot-fruit-name-identification-ai-misdiagnosis-signal,apricot fruit name identification: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/araucaria-bidwillii-ai-misdiagnosis-signal.en.md,araucaria-bidwillii-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,araucaria-bidwillii-ai-misdiagnosis-signal,araucaria bidwillii: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/araucaria-scopulorum-ai-misdiagnosis-signal.en.md,araucaria-scopulorum-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,araucaria-scopulorum-ai-misdiagnosis-signal,araucaria scopulorum: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/araucaria-toxique-chat-protocole-mauvais-diagnostic.fr.md,araucaria-toxique-chat-protocole-mauvais-diagnostic.fr.md,misdiagnosis,Misdiagnosis Case Studies,fr,araucaria-toxique-chat-protocole-mauvais-diagnostic,araucaria toxique chat : du signal visuel au vrai diagnostic différentiel
misdiagnosis/arbre-mesquite-protocole-mauvais-diagnostic.fr.md,arbre-mesquite-protocole-mauvais-diagnostic.fr.md,misdiagnosis,Misdiagnosis Case Studies,fr,arbre-mesquite-protocole-mauvais-diagnostic,Quand arbre mesquite trompe les modèles : méthode de correction PlantFun
misdiagnosis/arbutus-unedo-essbar-ai-misdiagnosis-signal.en.md,arbutus-unedo-essbar-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,arbutus-unedo-essbar-ai-misdiagnosis-signal,arbutus unedo essbar: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/arbutus-unedo-protocole-mauvais-diagnostic.fr.md,arbutus-unedo-protocole-mauvais-diagnostic.fr.md,misdiagnosis,Misdiagnosis Case Studies,fr,arbutus-unedo-protocole-mauvais-diagnostic,Quand arbutus unedo trompe les modèles : méthode de correction PlantFun
misdiagnosis/arecaceae-ai-misdiagnosis-signal.en.md,arecaceae-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,arecaceae-ai-misdiagnosis-signal,Diagnostic blind spots in arecaceae: A misclassification audit
misdiagnosis/aristolochia-macrophylla-ai-misdiagnosis-signal.en.md,aristolochia-macrophylla-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,aristolochia-macrophylla-ai-misdiagnosis-signal,aristolochia macrophylla: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/artocarpus-altilis-ai-misdiagnosis-signal.en.md,artocarpus-altilis-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,artocarpus-altilis-ai-misdiagnosis-signal,artocarpus altilis: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/artocarpus-integer-ai-misdiagnosis-signal.en.md,artocarpus-integer-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,artocarpus-integer-ai-misdiagnosis-signal,artocarpus integer: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/arum-palaestinum-ai-misdiagnosis-signal.en.md,arum-palaestinum-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,arum-palaestinum-ai-misdiagnosis-signal,arum palaestinum: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/asclepiade-tubereuse-protocole-mauvais-diagnostic.fr.md,asclepiade-tubereuse-protocole-mauvais-diagnostic.fr.md,misdiagnosis,Misdiagnosis Case Studies,fr,asclepiade-tubereuse-protocole-mauvais-diagnostic,asclépiade tubéreuse en diagnostic : éviter les faux positifs précoces
misdiagnosis/astilbe-maggie-daley-ai-misdiagnosis-signal.en.md,astilbe-maggie-daley-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,astilbe-maggie-daley-ai-misdiagnosis-signal,astilbe maggie daley: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/astroloba-spiralis-ai-misdiagnosis-signal.en.md,astroloba-spiralis-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,astroloba-spiralis-ai-misdiagnosis-signal,"The astroloba spiralis diagnostic trap: similar visuals, different causes"
misdiagnosis/austrocephalocereus-dybowskii-ai-misdiagnosis-signal.en.md,austrocephalocereus-dybowskii-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,austrocephalocereus-dybowskii-ai-misdiagnosis-signal,austrocephalocereus dybowskii: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/avellana-americana-ai-misdiagnosis-signal.en.md,avellana-americana-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,avellana-americana-ai-misdiagnosis-signal,avellana americana: Why AI Still Confuses Stress Signals and Disease
misdiagnosis/ayahuasca-caapi-ai-misdiagnosis-signal.en.md,ayahuasca-caapi-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,ayahuasca-caapi-ai-misdiagnosis-signal,ayahuasca caapi: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/bambusoideae-ai-misdiagnosis-signal.en.md,bambusoideae-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,bambusoideae-ai-misdiagnosis-signal,bambusoideae: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/banisteriopsis-caapi-ai-misdiagnosis-signal.es.md,banisteriopsis-caapi-ai-misdiagnosis-signal.es.md,misdiagnosis,Misdiagnosis Case Studies,es,banisteriopsis-caapi-ai-misdiagnosis-signal,banisteriopsis caapi: cómo reducir errores tempranos de IA
misdiagnosis/barnola-in-english-ai-misdiagnosis-signal.en.md,barnola-in-english-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,barnola-in-english-ai-misdiagnosis-signal,barnola in english: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/bauhinia-purpurea-ai-misdiagnosis-signal.en.md,bauhinia-purpurea-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,bauhinia-purpurea-ai-misdiagnosis-signal,bauhinia purpurea: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/baumheide-verwendung-ai-misdiagnosis-signal.de.md,baumheide-verwendung-ai-misdiagnosis-signal.de.md,misdiagnosis,Misdiagnosis Case Studies,de,baumheide-verwendung-ai-misdiagnosis-signal,baumheide verwendung: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/begonia-beleaf-ai-misdiagnosis-signal.zh-CN.md,begonia-beleaf-ai-misdiagnosis-signal.zh-CN.md,misdiagnosis,Misdiagnosis Case Studies,zh-CN,begonia-beleaf-ai-misdiagnosis-signal,begonia beleaf：降低早期 AI 误诊风险
misdiagnosis/begonia-benigo-pink-ai-misdiagnosis-signal.en.md,begonia-benigo-pink-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,begonia-benigo-pink-ai-misdiagnosis-signal,begonia benigo pink: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/begonia-caracol-ai-misdiagnosis-signal.en.md,begonia-caracol-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,begonia-caracol-ai-misdiagnosis-signal,begonia caracol: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/begonia-sutherlandii-ai-misdiagnosis-signal.en.md,begonia-sutherlandii-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,begonia-sutherlandii-ai-misdiagnosis-signal,begonia sutherlandii: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/berberis-protocole-mauvais-diagnostic.fr.md,berberis-protocole-mauvais-diagnostic.fr.md,misdiagnosis,Misdiagnosis Case Studies,fr,berberis-protocole-mauvais-diagnostic,Audit de mauvais diagnostic sur berberis : ce que les modèles ratent
misdiagnosis/bergeranthus-multiceps-ai-misdiagnosis-signal.en.md,bergeranthus-multiceps-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,bergeranthus-multiceps-ai-misdiagnosis-signal,bergeranthus multiceps: reducing early AI misclassification risk
misdiagnosis/biophytum-sensitivum-ai-misdiagnosis-signal.en.md,biophytum-sensitivum-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,biophytum-sensitivum-ai-misdiagnosis-signal,When biophytum sensitivum symptoms look alike: separating abiotic from biotic
misdiagnosis/bitternuss-fehldiagnose-protokoll.de.md,bitternuss-fehldiagnose-protokoll.de.md,misdiagnosis,Misdiagnosis Case Studies,de,bitternuss-fehldiagnose-protokoll,bitternuss: Warum KI ähnliche Symptome weiterhin verwechselt
misdiagnosis/black-face-general-ai-misdiagnosis-signal.en.md,black-face-general-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,black-face-general-ai-misdiagnosis-signal,black face general: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/black-face-general-plant-ai-misdiagnosis-signal.en.md,black-face-general-plant-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,black-face-general-plant-ai-misdiagnosis-signal,black face general plant: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/blechnum-gibbum-ai-misdiagnosis-signal.en.md,blechnum-gibbum-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,blechnum-gibbum-ai-misdiagnosis-signal,blechnum gibbum: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/blue-hibiscus-protocole-mauvais-diagnostic.fr.md,blue-hibiscus-protocole-mauvais-diagnostic.fr.md,misdiagnosis,Misdiagnosis Case Studies,fr,blue-hibiscus-protocole-mauvais-diagnostic,Audit de mauvais diagnostic sur blue hibiscus : ce que les modèles ratent
misdiagnosis/boehmeria-tisane-ai-misdiagnosis-signal.en.md,boehmeria-tisane-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,boehmeria-tisane-ai-misdiagnosis-signal,boehmeria tisane: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/bouleau-nain-protocole-mauvais-diagnostic.fr.md,bouleau-nain-protocole-mauvais-diagnostic.fr.md,misdiagnosis,Misdiagnosis Case Studies,fr,bouleau-nain-protocole-mauvais-diagnostic,Audit de mauvais diagnostic sur bouleau nain : ce que les modèles ratent
misdiagnosis/brandkraut-giftig-fehldiagnose-protokoll.de.md,brandkraut-giftig-fehldiagnose-protokoll.de.md,misdiagnosis,Misdiagnosis Case Studies,de,brandkraut-giftig-fehldiagnose-protokoll,brandkraut giftig: Warum KI ähnliche Symptome weiterhin verwechselt
misdiagnosis/brotfruchtbaeume-fehldiagnose-protokoll.de.md,brotfruchtbaeume-fehldiagnose-protokoll.de.md,misdiagnosis,Misdiagnosis Case Studies,de,brotfruchtbaeume-fehldiagnose-protokoll,"brotfruchtbäume und KI-Befund: Frühfehler erkennen, bevor sie eskalieren"
misdiagnosis/brotfruchtbaum-ai-misdiagnosis-signal.en.md,brotfruchtbaum-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,brotfruchtbaum-ai-misdiagnosis-signal,brotfruchtbaum: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/bunte-funkien-fehldiagnose-protokoll.de.md,bunte-funkien-fehldiagnose-protokoll.de.md,misdiagnosis,Misdiagnosis Case Studies,de,bunte-funkien-fehldiagnose-protokoll,bunte funkien: Wie PlantFun frühe Fehlzuordnungen systematisch korrigiert
misdiagnosis/bunte-hosta-fehldiagnose-protokoll.de.md,bunte-hosta-fehldiagnose-protokoll.de.md,misdiagnosis,Misdiagnosis Case Studies,de,bunte-hosta-fehldiagnose-protokoll,"Der Diagnosekonflikt bei bunte hosta: Gleiche Optik, andere Ursache"
misdiagnosis/bunte-hosta-pflanzen-fehldiagnose-protokoll.de.md,bunte-hosta-pflanzen-fehldiagnose-protokoll.de.md,misdiagnosis,Misdiagnosis Case Studies,de,bunte-hosta-pflanzen-fehldiagnose-protokoll,Bei bunte hosta pflanzen sind ähnliche Blattsignale diagnostisch nicht gleich
misdiagnosis/bunter-hosta-fehldiagnose-protokoll.de.md,bunter-hosta-fehldiagnose-protokoll.de.md,misdiagnosis,Misdiagnosis Case Studies,de,bunter-hosta-fehldiagnose-protokoll,"bunter hosta und KI-Befund: Frühfehler erkennen, bevor sie eskalieren"
misdiagnosis/bursera-graveolens-ai-misdiagnosis-signal.en.md,bursera-graveolens-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,bursera-graveolens-ai-misdiagnosis-signal,bursera graveolens: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/butiagrus-ai-misdiagnosis-signal.en.md,butiagrus-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,butiagrus-ai-misdiagnosis-signal,butiagrus: Why One-Shot AI Diagnosis Commonly Fails
misdiagnosis/caladium-kathleen-ai-misdiagnosis-signal.en.md,caladium-kathleen-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,caladium-kathleen-ai-misdiagnosis-signal,"The caladium kathleen diagnostic trap: similar visuals, different causes"
misdiagnosis/calceolaria-integrifolia-ai-misdiagnosis-signal.en.md,calceolaria-integrifolia-ai-misdiagnosis-signal.en.md,misdiagnosis,Misdiagnosis Case Studies,en,calceolaria-integrifolia-ai-misdiagnosis-signal,calceolaria integrifolia misdiagnosis risk: how PlantFun corrects early errors
